tahun,nama_kota,nama_kecamatan,nama_kelurahan,jenis_disabilitas,jenis_kelamin,jumlah
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Cacat Fisik,Laki-laki,3
2017,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Fisik,Laki-laki,3
2017,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Cacat Fisik,Laki-laki,3
2017,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Cacat Lainnya,Laki-laki,2
2017,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cacat Fisik,Laki-laki,22
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cacat Netra/Buta,Laki-laki,5
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cacat Lainnya,Laki-laki,2
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Cacat Fisik,Laki-laki,7
2017,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Cacat Fisik,Laki-laki,2
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Cacat Fisik,Laki-laki,2
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cacat Fisik,Laki-laki,
2017,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Fisik,Laki-laki,3
2017,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Lainnya,Laki-laki,2
2017,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cacat Fisik,Laki-laki,
2017,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Cacat Lainnya,Laki-laki,2
2017,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,PANCORAN,PANCORAN,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,PANCORAN,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Fisik,Laki-laki,3
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Fisik,Laki-laki,2
2017,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Lainnya,Laki-laki,5
2017,JAKARTA SELATAN,PANCORAN,RAWAJATI,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Fisik,Laki-laki,
2017,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Fisik,Laki-laki,2
2017,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,CIKOKO,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,PANCORAN,CIKOKO,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Fisik,Laki-laki,2
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Lainnya,Laki-laki,6
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Cacat Lainnya,Laki-laki,2
2017,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Fisik,Laki-laki,33
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Lainnya,Laki-laki,3
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Cacat Fisik,Laki-laki,
2017,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Cacat Mental/Jiwa,Laki-laki,5
2017,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Cacat Fisik,Laki-laki,
2017,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Cacat Fisik,Laki-laki,5
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Cacat Lainnya,Laki-laki,7
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Cacat Netra/Buta,Laki-laki,3
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Cacat Lainnya,Laki-laki,5
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Cacat Fisik,Laki-laki,
2017,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Cacat Fisik,Laki-laki,15
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Cacat Lainnya,Laki-laki,3
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Cacat Mental/Jiwa,Laki-laki,12
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Cacat Fisik,Laki-laki,
2017,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Cacat Fisik,Laki-laki,3
2017,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,PULO GADUNG,JATI,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,PULO GADUNG,JATI,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,PULO GADUNG,JATI,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,PULO GADUNG,JATI,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Cacat Fisik,Laki-laki,4
2017,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Cacat Lainnya,Laki-laki,7
2017,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Cacat Fisik,Laki-laki,3
2017,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Cacat Fisik dan Mental,Laki-laki,4
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Cacat Netra/Buta,Laki-laki,3
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,TENGAH,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,KRAMATJATI,TENGAH,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,KRAMATJATI,TENGAH,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,KRAMATJATI,DUKUH,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,KRAMATJATI,DUKUH,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA TIMUR,KRAMATJATI,DUKUH,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Cacat Lainnya,Laki-laki,6
2017,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Cacat Netra/Buta,Laki-laki,3
2017,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Cacat Rungu/Wicara,Laki-laki,4
2017,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Cacat Lainnya,Laki-laki,
